home,Team,Team_opp,fg_max,fga_max,3p_max,3pa_max,ft_max,fta_max,fg_max_opp,fga_max_opp,3p_max_opp,3pa_max_opp,ft_max_opp,fta_max_opp,win_rate_5,season_win_rate,opp_win_rate_5,opp_season_win_rate,days_rest,opp_days_rest,won,season,date
1,28,9,9.0,23.0,3.0,6.0,6.0,8.0,11.0,23.0,4.0,9.0,9.0,9.0,1.7600000000000002,0.5694444444444444,1.56,0.5753424657534246,7.0,7.0,False,2021,2021-05-23
0,12,4,8.0,14.0,2.0,6.0,7.0,9.0,12.0,23.0,6.0,9.0,6.0,7.0,1.72,0.547945205479452,1.9600000000000002,0.6388888888888888,2.0,2.0,False,2021,2021-05-24
1,4,12,12.0,23.0,6.0,9.0,6.0,7.0,8.0,14.0,2.0,6.0,7.0,9.0,1.9600000000000002,0.6388888888888888,1.72,0.5405405405405406,2.0,2.0,True,2021,2021-05-24
0,17,20,11.0,24.0,9.0,16.0,11.0,13.0,15.0,20.0,3.0,6.0,6.0,6.0,1.64,0.5972222222222222,1.8399999999999999,0.6438356164383562,2.0,2.0,False,2021,2021-05-24
1,20,17,15.0,20.0,3.0,6.0,6.0,6.0,11.0,24.0,9.0,16.0,11.0,13.0,1.8399999999999999,0.6438356164383562,1.64,0.589041095890411,2.0,2.0,True,2021,2021-05-24
0,2,6,7.0,13.0,5.0,8.0,7.0,8.0,9.0,14.0,7.0,10.0,8.0,8.0,1.6,0.5,1.8800000000000001,0.6712328767123288,3.0,3.0,False,2021,2021-05-25
1,6,2,9.0,14.0,7.0,10.0,8.0,8.0,7.0,13.0,5.0,8.0,7.0,8.0,1.8800000000000001,0.6712328767123288,1.6,0.49333333333333335,3.0,3.0,True,2021,2021-05-25
0,13,24,16.0,29.0,6.0,13.0,4.0,8.0,14.0,22.0,4.0,8.0,9.0,10.0,1.64,0.5833333333333334,1.9600000000000002,0.6438356164383562,3.0,3.0,True,2021,2021-05-25
1,24,13,14.0,22.0,4.0,8.0,9.0,10.0,16.0,29.0,6.0,13.0,4.0,8.0,1.9600000000000002,0.6438356164383562,1.6800000000000002,0.589041095890411,3.0,3.0,False,2021,2021-05-25
0,29,7,9.0,16.0,4.0,9.0,18.0,21.0,11.0,17.0,3.0,7.0,17.0,17.0,1.64,0.581081081081081,2.16,0.7123287671232876,2.0,2.0,True,2021,2021-05-25
1,7,29,11.0,17.0,3.0,7.0,17.0,17.0,9.0,16.0,4.0,9.0,18.0,21.0,2.16,0.7123287671232876,1.6800000000000002,0.5866666666666667,2.0,2.0,False,2021,2021-05-25
0,14,18,14.0,28.0,1.0,6.0,6.0,10.0,11.0,15.0,3.0,4.0,4.0,6.0,1.3599999999999999,0.4657534246575342,2.08,0.684931506849315,3.0,3.0,False,2021,2021-05-26
0,9,28,11.0,21.0,4.0,13.0,9.0,11.0,9.0,21.0,4.0,7.0,6.0,6.0,1.56,0.5753424657534246,1.7600000000000002,0.5616438356164384,3.0,3.0,False,2021,2021-05-26
1,28,9,9.0,21.0,4.0,7.0,6.0,6.0,11.0,21.0,4.0,13.0,9.0,11.0,1.7600000000000002,0.5616438356164384,1.56,0.5675675675675675,3.0,3.0,True,2021,2021-05-26
1,18,14,11.0,15.0,3.0,4.0,4.0,6.0,14.0,28.0,1.0,6.0,6.0,10.0,2.08,0.684931506849315,1.3599999999999999,0.4594594594594595,3.0,3.0,True,2021,2021-05-26
1,11,16,9.0,19.0,5.0,10.0,7.0,8.0,15.0,26.0,2.0,7.0,15.0,20.0,2.0,0.7123287671232876,1.6,0.5466666666666666,3.0,3.0,True,2021,2021-05-26
0,16,11,15.0,26.0,2.0,7.0,15.0,20.0,9.0,19.0,5.0,10.0,7.0,8.0,1.6,0.5466666666666666,2.04,0.7162162162162162,3.0,3.0,False,2021,2021-05-26
0,20,17,12.0,24.0,5.0,10.0,8.0,8.0,15.0,31.0,5.0,16.0,3.0,4.0,1.8800000000000001,0.6486486486486487,1.64,0.589041095890411,3.0,3.0,True,2021,2021-05-27
0,7,29,11.0,19.0,3.0,7.0,6.0,7.0,11.0,22.0,2.0,8.0,12.0,14.0,2.16,0.7027027027027027,1.6800000000000002,0.5866666666666667,2.0,2.0,False,2021,2021-05-27
1,29,7,11.0,22.0,2.0,8.0,12.0,14.0,11.0,19.0,3.0,7.0,6.0,7.0,1.6800000000000002,0.5866666666666667,2.16,0.6933333333333334,2.0,2.0,True,2021,2021-05-27
0,4,12,8.0,16.0,3.0,9.0,5.0,7.0,7.0,17.0,3.0,6.0,3.0,4.0,2.0,0.6438356164383562,1.72,0.5405405405405406,3.0,3.0,True,2021,2021-05-27
1,12,4,7.0,17.0,3.0,6.0,3.0,4.0,8.0,16.0,3.0,9.0,5.0,7.0,1.72,0.5405405405405406,2.04,0.6486486486486487,3.0,3.0,False,2021,2021-05-27
1,17,20,15.0,31.0,5.0,16.0,3.0,4.0,12.0,24.0,5.0,10.0,8.0,8.0,1.64,0.589041095890411,1.92,0.6533333333333333,3.0,3.0,False,2021,2021-05-27
1,13,24,15.0,28.0,7.0,13.0,7.0,13.0,13.0,18.0,4.0,10.0,7.0,7.0,1.6800000000000002,0.589041095890411,1.9600000000000002,0.6351351351351351,3.0,3.0,False,2021,2021-05-28
0,6,2,13.0,24.0,7.0,12.0,12.0,13.0,16.0,30.0,5.0,11.0,13.0,15.0,1.92,0.6756756756756757,1.6,0.49333333333333335,3.0,3.0,False,2021,2021-05-28
0,28,9,13.0,21.0,3.0,7.0,10.0,12.0,8.0,19.0,4.0,6.0,3.0,4.0,1.8,0.5675675675675675,1.56,0.5675675675675675,2.0,2.0,False,2021,2021-05-28
1,2,6,16.0,30.0,5.0,11.0,13.0,15.0,13.0,24.0,7.0,12.0,12.0,13.0,1.6,0.49333333333333335,1.92,0.6666666666666666,3.0,3.0,True,2021,2021-05-28
1,9,28,8.0,19.0,4.0,6.0,3.0,4.0,13.0,21.0,3.0,7.0,10.0,12.0,1.56,0.5675675675675675,1.8,0.56,2.0,2.0,True,2021,2021-05-28
0,24,13,13.0,18.0,4.0,10.0,7.0,7.0,15.0,28.0,7.0,13.0,7.0,13.0,1.9600000000000002,0.6351351351351351,1.6800000000000002,0.581081081081081,3.0,3.0,True,2021,2021-05-28
0,20,17,7.0,18.0,3.0,10.0,4.0,5.0,11.0,19.0,4.0,6.0,7.0,8.0,1.92,0.6533333333333333,1.64,0.581081081081081,2.0,2.0,False,2021,2021-05-29
1,17,20,11.0,19.0,4.0,6.0,7.0,8.0,7.0,18.0,3.0,10.0,4.0,5.0,1.64,0.581081081081081,1.92,0.6447368421052632,2.0,2.0,True,2021,2021-05-29
1,14,18,10.0,26.0,3.0,8.0,5.0,6.0,14.0,18.0,5.0,9.0,5.0,7.0,1.3599999999999999,0.4594594594594595,2.12,0.6891891891891891,3.0,3.0,False,2021,2021-05-29
1,12,4,10.0,17.0,3.0,7.0,4.0,4.0,11.0,18.0,7.0,14.0,4.0,6.0,1.72,0.5333333333333333,2.04,0.6486486486486487,2.0,2.0,False,2021,2021-05-29
0,18,14,14.0,18.0,5.0,9.0,5.0,7.0,10.0,26.0,3.0,8.0,5.0,6.0,2.12,0.6891891891891891,1.3599999999999999,0.4533333333333333,3.0,3.0,True,2021,2021-05-29
1,16,11,11.0,24.0,5.0,8.0,6.0,8.0,9.0,23.0,7.0,10.0,9.0,11.0,1.6,0.5394736842105263,2.04,0.7162162162162162,3.0,3.0,False,2021,2021-05-29
0,11,16,9.0,23.0,7.0,10.0,9.0,11.0,11.0,24.0,5.0,8.0,6.0,8.0,2.04,0.7162162162162162,1.6,0.5324675324675324,3.0,3.0,True,2021,2021-05-29
0,4,12,11.0,18.0,7.0,14.0,4.0,6.0,10.0,17.0,3.0,7.0,4.0,4.0,2.04,0.6486486486486487,1.72,0.5263157894736842,2.0,2.0,True,2021,2021-05-29
1,9,28,9.0,21.0,4.0,14.0,8.0,8.0,8.0,19.0,2.0,6.0,7.0,9.0,1.6,0.5733333333333334,1.8,0.56,2.0,2.0,True,2021,2021-05-30
1,2,6,10.0,22.0,3.0,9.0,17.0,17.0,14.0,24.0,6.0,12.0,11.0,11.0,1.64,0.5,1.92,0.6666666666666666,2.0,2.0,False,2021,2021-05-30
0,28,9,8.0,19.0,2.0,6.0,7.0,9.0,9.0,21.0,4.0,14.0,8.0,8.0,1.8,0.56,1.64,0.5789473684210527,2.0,2.0,False,2021,2021-05-30
0,6,2,14.0,24.0,6.0,12.0,11.0,11.0,10.0,22.0,3.0,9.0,17.0,17.0,1.92,0.6666666666666666,1.64,0.4935064935064935,2.0,2.0,True,2021,2021-05-30
1,29,7,10.0,21.0,3.0,7.0,4.0,7.0,7.0,15.0,3.0,8.0,6.0,7.0,1.72,0.5921052631578947,2.16,0.6933333333333334,3.0,3.0,False,2021,2021-05-30
0,24,13,11.0,16.0,3.0,8.0,5.0,6.0,9.0,24.0,2.0,7.0,4.0,5.0,2.0,0.64,1.6800000000000002,0.581081081081081,2.0,2.0,True,2021,2021-05-30
1,13,24,9.0,24.0,2.0,7.0,4.0,5.0,11.0,16.0,3.0,8.0,5.0,6.0,1.6800000000000002,0.581081081081081,2.04,0.6447368421052632,2.0,2.0,False,2021,2021-05-30
0,7,29,7.0,15.0,3.0,8.0,6.0,7.0,10.0,21.0,3.0,7.0,4.0,7.0,2.16,0.6933333333333334,1.72,0.5844155844155844,3.0,3.0,True,2021,2021-05-30
1,14,18,9.0,23.0,3.0,6.0,13.0,16.0,8.0,24.0,3.0,8.0,5.0,11.0,1.3599999999999999,0.4533333333333333,2.16,0.6933333333333334,2.0,2.0,True,2021,2021-05-31
0,11,16,8.0,22.0,4.0,9.0,12.0,13.0,9.0,21.0,3.0,10.0,7.0,8.0,2.08,0.72,1.6,0.5324675324675324,2.0,2.0,True,2021,2021-05-31
1,16,11,9.0,21.0,3.0,10.0,7.0,8.0,8.0,22.0,4.0,9.0,12.0,13.0,1.6,0.5324675324675324,2.12,0.7236842105263158,2.0,2.0,False,2021,2021-05-31
0,18,14,8.0,24.0,3.0,8.0,5.0,11.0,9.0,23.0,3.0,6.0,13.0,16.0,2.16,0.6933333333333334,1.4,0.4605263157894737,2.0,2.0,False,2021,2021-05-31
1,7,29,13.0,23.0,3.0,9.0,6.0,7.0,9.0,19.0,6.0,10.0,3.0,5.0,2.2,0.6973684210526315,1.72,0.5844155844155844,2.0,2.0,True,2021,2021-06-01
1,6,2,10.0,17.0,4.0,7.0,10.0,11.0,12.0,27.0,4.0,11.0,7.0,8.0,1.9600000000000002,0.6710526315789473,1.64,0.4935064935064935,2.0,2.0,True,2021,2021-06-01
0,2,6,12.0,27.0,4.0,11.0,7.0,8.0,10.0,17.0,4.0,7.0,10.0,11.0,1.64,0.4935064935064935,2.0,0.6753246753246753,2.0,2.0,False,2021,2021-06-01
0,29,7,9.0,19.0,6.0,10.0,3.0,5.0,13.0,23.0,3.0,9.0,6.0,7.0,1.72,0.5844155844155844,2.2399999999999998,0.7012987012987013,2.0,2.0,False,2021,2021-06-01
1,20,17,14.0,31.0,4.0,9.0,10.0,11.0,17.0,24.0,12.0,17.0,9.0,10.0,1.92,0.6447368421052632,1.6800000000000002,0.5866666666666667,3.0,3.0,True,2021,2021-06-01
0,17,20,17.0,24.0,12.0,17.0,9.0,10.0,14.0,31.0,4.0,9.0,10.0,11.0,1.6800000000000002,0.5866666666666667,1.9600000000000002,0.6493506493506493,3.0,3.0,False,2021,2021-06-01
0,9,28,10.0,28.0,3.0,11.0,13.0,15.0,8.0,21.0,4.0,9.0,5.0,6.0,1.64,0.5789473684210527,1.8,0.5526315789473685,3.0,3.0,True,2021,2021-06-02
1,11,16,11.0,20.0,5.0,12.0,3.0,4.0,11.0,22.0,5.0,9.0,6.0,7.0,2.12,0.7236842105263158,1.6,0.5256410256410257,2.0,2.0,True,2021,2021-06-02
1,24,13,7.0,19.0,6.0,12.0,6.0,6.0,17.0,37.0,6.0,12.0,5.0,5.0,2.04,0.6447368421052632,1.6800000000000002,0.5733333333333334,3.0,3.0,False,2021,2021-06-02
0,13,24,17.0,37.0,6.0,12.0,5.0,5.0,7.0,19.0,6.0,12.0,6.0,6.0,1.6800000000000002,0.5733333333333334,2.04,0.6363636363636364,3.0,3.0,True,2021,2021-06-02
1,18,14,10.0,17.0,3.0,6.0,8.0,10.0,10.0,23.0,2.0,7.0,10.0,10.0,2.16,0.6842105263157895,1.4,0.4605263157894737,2.0,2.0,True,2021,2021-06-02
0,16,11,11.0,22.0,5.0,9.0,6.0,7.0,11.0,20.0,5.0,12.0,3.0,4.0,1.6,0.5256410256410257,2.16,0.7272727272727273,2.0,2.0,False,2021,2021-06-02
0,14,18,10.0,23.0,2.0,7.0,10.0,10.0,10.0,17.0,3.0,6.0,8.0,10.0,1.4,0.4605263157894737,2.2,0.6883116883116883,2.0,2.0,False,2021,2021-06-02
1,28,9,8.0,21.0,4.0,9.0,5.0,6.0,10.0,28.0,3.0,11.0,13.0,15.0,1.8,0.5526315789473685,1.6800000000000002,0.5844155844155844,3.0,3.0,False,2021,2021-06-02
0,20,17,13.0,22.0,6.0,12.0,8.0,8.0,9.0,21.0,3.0,11.0,9.0,9.0,1.9600000000000002,0.6493506493506493,1.6800000000000002,0.5789473684210527,2.0,2.0,True,2021,2021-06-03
1,29,7,11.0,26.0,3.0,10.0,6.0,6.0,15.0,22.0,8.0,10.0,9.0,9.0,1.72,0.5769230769230769,2.2399999999999998,0.7012987012987013,2.0,2.0,False,2021,2021-06-03
1,17,20,9.0,21.0,3.0,11.0,9.0,9.0,13.0,22.0,6.0,12.0,8.0,8.0,1.6800000000000002,0.5789473684210527,2.0,0.6538461538461539,2.0,2.0,False,2021,2021-06-03
0,7,29,15.0,22.0,8.0,10.0,9.0,9.0,11.0,26.0,3.0,10.0,6.0,6.0,2.2399999999999998,0.7012987012987013,1.72,0.569620253164557,2.0,2.0,True,2021,2021-06-03
0,24,13,18.0,25.0,5.0,9.0,6.0,10.0,11.0,24.0,4.0,11.0,5.0,5.0,2.04,0.6363636363636364,1.72,0.5789473684210527,2.0,2.0,True,2021,2021-06-04
1,13,24,11.0,24.0,4.0,11.0,5.0,5.0,18.0,25.0,5.0,9.0,6.0,10.0,1.72,0.5789473684210527,2.08,0.6410256410256411,2.0,2.0,False,2021,2021-06-04
1,6,4,12.0,26.0,5.0,11.0,4.0,4.0,16.0,24.0,2.0,7.0,3.0,3.0,2.0,0.6753246753246753,2.08,0.6533333333333333,4.0,7.0,True,2021,2021-06-05
0,4,6,16.0,24.0,2.0,7.0,3.0,3.0,12.0,26.0,5.0,11.0,4.0,4.0,2.08,0.6533333333333333,2.04,0.6794871794871795,7.0,4.0,False,2021,2021-06-05
0,13,24,17.0,30.0,5.0,11.0,7.0,11.0,10.0,15.0,7.0,9.0,10.0,10.0,1.72,0.5714285714285714,2.08,0.6410256410256411,2.0,2.0,False,2021,2021-06-06
1,18,9,12.0,21.0,5.0,9.0,14.0,15.0,11.0,23.0,5.0,12.0,9.0,9.0,2.2,0.6883116883116883,1.6800000000000002,0.5844155844155844,4.0,4.0,False,2021,2021-06-06
0,9,18,11.0,23.0,5.0,12.0,9.0,9.0,12.0,21.0,5.0,9.0,14.0,15.0,1.6800000000000002,0.5844155844155844,2.2,0.6794871794871795,4.0,4.0,True,2021,2021-06-06
1,24,13,10.0,15.0,7.0,9.0,10.0,10.0,17.0,30.0,5.0,11.0,7.0,11.0,2.08,0.6410256410256411,1.72,0.5641025641025641,2.0,2.0,True,2021,2021-06-06
1,7,20,9.0,14.0,4.0,9.0,4.0,6.0,10.0,23.0,3.0,8.0,2.0,2.0,2.2800000000000002,0.7051282051282052,2.0,0.6538461538461539,4.0,4.0,True,2021,2021-06-07
1,6,4,12.0,18.0,4.0,8.0,4.0,5.0,8.0,20.0,3.0,8.0,2.0,7.0,2.04,0.6794871794871795,2.08,0.6447368421052632,2.0,2.0,True,2021,2021-06-07
0,20,7,10.0,23.0,3.0,8.0,2.0,2.0,9.0,14.0,4.0,9.0,4.0,6.0,2.0,0.6538461538461539,2.32,0.7088607594936709,4.0,4.0,False,2021,2021-06-07
0,4,6,8.0,20.0,3.0,8.0,2.0,7.0,12.0,18.0,4.0,8.0,4.0,5.0,2.08,0.6447368421052632,2.08,0.6835443037974683,2.0,2.0,False,2021,2021-06-07
0,9,18,8.0,16.0,5.0,9.0,8.0,9.0,13.0,25.0,5.0,6.0,12.0,16.0,1.72,0.5897435897435898,2.2,0.6794871794871795,2.0,2.0,False,2021,2021-06-08
0,24,11,9.0,19.0,4.0,9.0,9.0,10.0,16.0,30.0,6.0,15.0,7.0,9.0,2.12,0.6455696202531646,2.16,0.7272727272727273,2.0,6.0,False,2021,2021-06-08
1,11,24,16.0,30.0,6.0,15.0,7.0,9.0,9.0,19.0,4.0,9.0,9.0,10.0,2.16,0.7272727272727273,2.12,0.6375,6.0,2.0,True,2021,2021-06-08
1,18,9,13.0,25.0,5.0,6.0,12.0,16.0,8.0,16.0,5.0,9.0,8.0,9.0,2.2,0.6794871794871795,1.72,0.5822784810126582,2.0,2.0,True,2021,2021-06-08
1,7,20,6.0,14.0,3.0,8.0,4.0,4.0,9.0,17.0,3.0,9.0,5.0,6.0,2.32,0.7088607594936709,2.0,0.6455696202531646,2.0,2.0,True,2021,2021-06-09
0,20,7,9.0,17.0,3.0,9.0,5.0,6.0,6.0,14.0,3.0,8.0,4.0,4.0,2.0,0.6455696202531646,2.3600000000000003,0.7125,2.0,2.0,False,2021,2021-06-09
0,6,4,11.0,28.0,3.0,8.0,5.0,6.0,14.0,31.0,3.0,8.0,8.0,9.0,2.08,0.6835443037974683,2.08,0.6363636363636364,3.0,3.0,False,2021,2021-06-10
1,4,6,14.0,31.0,3.0,8.0,8.0,9.0,11.0,28.0,3.0,8.0,5.0,6.0,2.08,0.6363636363636364,2.08,0.675,3.0,3.0,True,2021,2021-06-10
0,24,11,11.0,19.0,4.0,8.0,9.0,9.0,15.0,29.0,6.0,12.0,5.0,7.0,2.12,0.6375,2.2,0.7307692307692307,2.0,2.0,False,2021,2021-06-10
1,11,24,15.0,29.0,6.0,12.0,5.0,7.0,11.0,19.0,4.0,8.0,9.0,9.0,2.2,0.7307692307692307,2.12,0.6296296296296297,2.0,2.0,True,2021,2021-06-10
0,7,20,11.0,23.0,4.0,7.0,7.0,7.0,13.0,29.0,4.0,7.0,5.0,9.0,2.3600000000000003,0.7125,2.0,0.6375,2.0,2.0,True,2021,2021-06-11
1,20,7,13.0,29.0,4.0,7.0,5.0,9.0,11.0,23.0,4.0,7.0,7.0,7.0,2.0,0.6375,2.4,0.7160493827160493,2.0,2.0,False,2021,2021-06-11
1,9,18,10.0,17.0,3.0,6.0,9.0,9.0,10.0,16.0,3.0,6.0,12.0,16.0,1.72,0.5822784810126582,2.2399999999999998,0.6835443037974683,3.0,3.0,False,2021,2021-06-11
0,18,9,10.0,16.0,3.0,6.0,12.0,16.0,10.0,17.0,3.0,6.0,9.0,9.0,2.2399999999999998,0.6835443037974683,1.72,0.575,3.0,3.0,True,2021,2021-06-11
0,11,24,11.0,24.0,5.0,9.0,4.0,5.0,14.0,24.0,6.0,10.0,5.0,5.0,2.2399999999999998,0.7341772151898734,2.12,0.6296296296296297,2.0,2.0,False,2021,2021-06-12
1,24,11,14.0,24.0,6.0,10.0,5.0,5.0,11.0,24.0,5.0,9.0,4.0,5.0,2.12,0.6296296296296297,2.2399999999999998,0.725,2.0,2.0,True,2021,2021-06-12
0,7,20,14.0,25.0,2.0,8.0,10.0,11.0,9.0,21.0,4.0,9.0,4.0,4.0,2.4,0.7160493827160493,2.0,0.6296296296296297,2.0,2.0,True,2021,2021-06-13
1,20,7,9.0,21.0,4.0,9.0,4.0,4.0,14.0,25.0,2.0,8.0,10.0,11.0,2.0,0.6296296296296297,2.44,0.7195121951219512,2.0,2.0,False,2021,2021-06-13
0,6,4,9.0,25.0,2.0,8.0,9.0,10.0,14.0,26.0,3.0,8.0,5.0,10.0,2.08,0.675,2.12,0.6410256410256411,3.0,3.0,False,2021,2021-06-13
1,4,6,14.0,26.0,3.0,8.0,5.0,10.0,9.0,25.0,2.0,8.0,9.0,10.0,2.12,0.6410256410256411,2.08,0.6666666666666666,3.0,3.0,True,2021,2021-06-13
0,18,9,8.0,20.0,3.0,6.0,8.0,8.0,9.0,26.0,4.0,13.0,6.0,8.0,2.2800000000000002,0.6875,1.72,0.575,3.0,3.0,False,2021,2021-06-14
1,9,18,9.0,26.0,4.0,13.0,6.0,8.0,8.0,20.0,3.0,6.0,8.0,8.0,1.72,0.575,2.2800000000000002,0.6790123456790124,3.0,3.0,True,2021,2021-06-14
0,11,24,9.0,26.0,6.0,15.0,13.0,15.0,9.0,20.0,5.0,10.0,10.0,13.0,2.2399999999999998,0.725,2.16,0.6341463414634146,2.0,2.0,False,2021,2021-06-14
1,24,11,9.0,20.0,5.0,10.0,10.0,13.0,9.0,26.0,6.0,15.0,13.0,15.0,2.16,0.6341463414634146,2.2399999999999998,0.7160493827160493,2.0,2.0,True,2021,2021-06-14
1,6,4,16.0,23.0,7.0,9.0,13.0,16.0,14.0,22.0,3.0,10.0,6.0,7.0,2.08,0.6666666666666666,2.16,0.6455696202531646,2.0,2.0,True,2021,2021-06-15
0,4,6,14.0,22.0,3.0,10.0,6.0,7.0,16.0,23.0,7.0,9.0,13.0,16.0,2.16,0.6455696202531646,2.12,0.6707317073170732,2.0,2.0,False,2021,2021-06-15
0,9,18,10.0,23.0,3.0,6.0,17.0,19.0,13.0,20.0,7.0,12.0,11.0,14.0,1.7600000000000002,0.5802469135802469,2.2800000000000002,0.6790123456790124,2.0,2.0,True,2021,2021-06-16
1,18,9,13.0,20.0,7.0,12.0,11.0,14.0,10.0,23.0,3.0,6.0,17.0,19.0,2.2800000000000002,0.6790123456790124,1.8,0.5853658536585366,2.0,2.0,False,2021,2021-06-16
0,24,11,12.0,22.0,3.0,9.0,10.0,11.0,10.0,20.0,9.0,17.0,5.0,8.0,2.2,0.6385542168674698,2.2399999999999998,0.7160493827160493,2.0,2.0,True,2021,2021-06-16
1,11,24,10.0,20.0,9.0,17.0,5.0,8.0,12.0,22.0,3.0,9.0,10.0,11.0,2.2399999999999998,0.7160493827160493,2.2399999999999998,0.6428571428571429,2.0,2.0,False,2021,2021-06-16
1,4,6,12.0,21.0,5.0,10.0,11.0,12.0,15.0,30.0,3.0,8.0,3.0,5.0,2.16,0.6375,2.12,0.6707317073170732,2.0,2.0,True,2021,2021-06-17
0,6,4,15.0,30.0,3.0,8.0,3.0,5.0,12.0,21.0,5.0,10.0,11.0,12.0,2.12,0.6707317073170732,2.2,0.6419753086419753,2.0,2.0,False,2021,2021-06-17
1,9,18,13.0,30.0,5.0,10.0,4.0,6.0,9.0,24.0,6.0,9.0,5.0,8.0,1.8,0.5853658536585366,2.2800000000000002,0.6707317073170732,2.0,2.0,False,2021,2021-06-18
1,24,11,15.0,24.0,7.0,10.0,6.0,7.0,12.0,27.0,9.0,15.0,6.0,9.0,2.2399999999999998,0.6428571428571429,2.2399999999999998,0.7073170731707317,2.0,2.0,True,2021,2021-06-18
0,11,24,12.0,27.0,9.0,15.0,6.0,9.0,15.0,24.0,7.0,10.0,6.0,7.0,2.2399999999999998,0.7073170731707317,2.2800000000000002,0.6470588235294118,2.0,2.0,False,2021,2021-06-18
0,18,9,9.0,24.0,6.0,9.0,5.0,8.0,13.0,30.0,5.0,10.0,4.0,6.0,2.2800000000000002,0.6707317073170732,1.8,0.5783132530120482,2.0,2.0,True,2021,2021-06-18
0,4,6,15.0,26.0,3.0,9.0,8.0,14.0,17.0,36.0,4.0,12.0,10.0,11.0,2.2,0.6419753086419753,2.12,0.6626506024096386,2.0,2.0,True,2021,2021-06-19
1,6,4,17.0,36.0,4.0,12.0,10.0,11.0,15.0,26.0,3.0,9.0,8.0,14.0,2.12,0.6626506024096386,2.2399999999999998,0.6463414634146342,2.0,2.0,False,2021,2021-06-19
0,9,18,10.0,23.0,3.0,11.0,9.0,11.0,11.0,24.0,3.0,7.0,7.0,10.0,1.8,0.5783132530120482,2.32,0.6746987951807228,2.0,2.0,True,2021,2021-06-20
1,18,9,11.0,24.0,3.0,7.0,7.0,10.0,10.0,23.0,3.0,11.0,9.0,11.0,2.32,0.6746987951807228,1.8399999999999999,0.5833333333333334,2.0,2.0,False,2021,2021-06-20
0,24,7,10.0,26.0,7.0,15.0,7.0,8.0,15.0,29.0,3.0,7.0,7.0,7.0,2.2800000000000002,0.6470588235294118,2.44,0.7195121951219512,2.0,7.0,False,2021,2021-06-20
1,7,24,15.0,29.0,3.0,7.0,7.0,7.0,10.0,26.0,7.0,15.0,7.0,8.0,2.44,0.7195121951219512,2.2800000000000002,0.6395348837209303,7.0,2.0,True,2021,2021-06-20
0,24,7,10.0,23.0,3.0,8.0,6.0,10.0,12.0,24.0,2.0,8.0,9.0,9.0,2.2800000000000002,0.6395348837209303,2.48,0.7228915662650602,2.0,2.0,False,2021,2021-06-22
1,7,24,12.0,24.0,2.0,8.0,9.0,9.0,10.0,23.0,3.0,8.0,6.0,10.0,2.48,0.7228915662650602,2.2800000000000002,0.632183908045977,2.0,2.0,True,2021,2021-06-22
1,4,9,14.0,25.0,5.0,12.0,6.0,8.0,17.0,34.0,4.0,13.0,10.0,12.0,2.2399999999999998,0.6463414634146342,1.8399999999999999,0.5833333333333334,4.0,3.0,False,2021,2021-06-23
0,9,4,17.0,34.0,4.0,13.0,10.0,12.0,14.0,25.0,5.0,12.0,6.0,8.0,1.8399999999999999,0.5833333333333334,2.2399999999999998,0.6385542168674698,3.0,4.0,True,2021,2021-06-23
0,7,24,9.0,21.0,3.0,7.0,4.0,4.0,9.0,26.0,3.0,11.0,9.0,10.0,2.52,0.7261904761904762,2.2800000000000002,0.632183908045977,2.0,2.0,False,2021,2021-06-24
1,24,7,9.0,26.0,3.0,11.0,9.0,10.0,9.0,21.0,3.0,7.0,4.0,4.0,2.2800000000000002,0.632183908045977,2.52,0.7176470588235294,2.0,2.0,True,2021,2021-06-24
0,9,4,6.0,16.0,2.0,8.0,4.0,4.0,11.0,18.0,3.0,7.0,3.0,4.0,1.8800000000000001,0.5882352941176471,2.2399999999999998,0.6385542168674698,2.0,2.0,False,2021,2021-06-25
1,4,9,11.0,18.0,3.0,7.0,3.0,4.0,6.0,16.0,2.0,8.0,4.0,4.0,2.2399999999999998,0.6385542168674698,1.8800000000000001,0.5813953488372093,2.0,2.0,True,2021,2021-06-25
1,24,7,8.0,24.0,2.0,9.0,12.0,18.0,8.0,22.0,1.0,6.0,9.0,11.0,2.32,0.6363636363636364,2.52,0.7176470588235294,2.0,2.0,False,2021,2021-06-26
0,7,24,8.0,22.0,1.0,6.0,9.0,11.0,8.0,24.0,2.0,9.0,12.0,18.0,2.52,0.7176470588235294,2.32,0.6292134831460674,2.0,2.0,True,2021,2021-06-26
0,4,9,15.0,26.0,6.0,12.0,6.0,13.0,12.0,23.0,6.0,14.0,5.0,6.0,2.2800000000000002,0.6428571428571429,1.8800000000000001,0.5813953488372093,2.0,2.0,True,2021,2021-06-27
1,9,4,12.0,23.0,6.0,14.0,5.0,6.0,15.0,26.0,6.0,12.0,6.0,13.0,1.8800000000000001,0.5813953488372093,2.32,0.6470588235294118,2.0,2.0,False,2021,2021-06-27
1,7,24,9.0,22.0,4.0,6.0,9.0,11.0,15.0,20.0,4.0,7.0,8.0,8.0,2.56,0.7209302325581395,2.32,0.6292134831460674,2.0,2.0,False,2021,2021-06-28
0,24,7,15.0,20.0,4.0,7.0,8.0,8.0,9.0,22.0,4.0,6.0,9.0,11.0,2.32,0.6292134831460674,2.56,0.7126436781609196,2.0,2.0,True,2021,2021-06-28
