home,Team,Team_opp,fg_max,fga_max,3p_max,3pa_max,ft_max,fta_max,fg_max_opp,fga_max_opp,3p_max_opp,3pa_max_opp,ft_max_opp,fta_max_opp,win_rate_5,season_win_rate,opp_win_rate_5,opp_season_win_rate,days_rest,opp_days_rest,won,season,date
1,0,1,8.0,18.0,6.0,9.0,4.0,5.0,10.0,23.0,4.0,9.0,6.0,8.0,0.5,0.5,0.5,0.5,3.0,3.0,False,2018,2017-10-17
0,1,0,10.0,23.0,4.0,9.0,6.0,8.0,8.0,18.0,6.0,9.0,4.0,5.0,0.5,0.5,0.5,0.0,3.0,3.0,True,2018,2017-10-17
0,2,3,11.0,23.0,4.0,9.0,5.0,7.0,12.0,19.0,1.0,5.0,6.0,7.0,0.5,0.5,0.5,0.5,3.0,3.0,False,2018,2017-10-17
1,3,2,12.0,19.0,1.0,5.0,6.0,7.0,11.0,23.0,4.0,9.0,5.0,7.0,0.5,0.5,0.5,0.0,3.0,3.0,True,2018,2017-10-17
0,23,5,9.0,15.0,4.0,6.0,4.0,9.0,9.0,21.0,3.0,7.0,6.0,7.0,0.5,0.5,0.5,0.5,3.0,3.0,False,2018,2017-10-18
1,22,6,9.0,19.0,2.0,9.0,8.0,10.0,12.0,22.0,4.0,8.0,8.0,8.0,0.5,0.5,0.5,0.5,3.0,3.0,True,2018,2017-10-18
0,21,19,6.0,13.0,2.0,6.0,11.0,13.0,11.0,18.0,4.0,7.0,3.0,3.0,0.5,0.5,0.5,0.5,3.0,3.0,False,2018,2017-10-18
0,20,11,8.0,15.0,3.0,5.0,4.0,5.0,7.0,14.0,3.0,5.0,4.0,4.0,0.5,0.5,0.5,0.5,3.0,3.0,False,2018,2017-10-18
1,19,21,11.0,18.0,4.0,7.0,3.0,3.0,6.0,13.0,2.0,6.0,11.0,13.0,0.5,0.5,0.5,0.0,3.0,3.0,True,2018,2017-10-18
0,18,14,9.0,15.0,7.0,11.0,4.0,6.0,10.0,28.0,3.0,6.0,12.0,16.0,0.5,0.5,0.5,0.5,3.0,3.0,False,2018,2017-10-18
0,17,7,10.0,20.0,4.0,7.0,7.0,10.0,6.0,18.0,2.0,6.0,4.0,4.0,0.5,0.5,0.5,0.5,3.0,3.0,True,2018,2017-10-18
1,16,8,9.0,18.0,4.0,9.0,5.0,7.0,9.0,23.0,3.0,9.0,14.0,17.0,0.5,0.5,0.5,0.5,3.0,3.0,True,2018,2017-10-18
1,15,1,10.0,17.0,3.0,7.0,3.0,4.0,10.0,23.0,4.0,14.0,7.0,8.0,0.5,0.5,0.5,1.0,3.0,1.0,False,2018,2017-10-18
1,14,18,10.0,28.0,3.0,6.0,12.0,16.0,9.0,15.0,7.0,11.0,4.0,6.0,0.5,0.5,0.5,0.0,3.0,3.0,True,2018,2017-10-18
1,13,9,6.0,14.0,5.0,9.0,8.0,9.0,13.0,26.0,4.0,6.0,3.0,4.0,0.5,0.5,0.5,0.5,3.0,3.0,False,2018,2017-10-18
1,11,20,7.0,14.0,3.0,5.0,4.0,4.0,8.0,15.0,3.0,5.0,4.0,5.0,0.5,0.5,0.5,0.0,3.0,3.0,True,2018,2017-10-18
1,10,12,9.0,17.0,3.0,7.0,7.0,8.0,11.0,19.0,2.0,7.0,4.0,4.0,0.5,0.5,0.5,0.5,3.0,3.0,True,2018,2017-10-18
0,9,13,13.0,26.0,4.0,6.0,3.0,4.0,6.0,14.0,5.0,9.0,8.0,9.0,0.5,0.5,0.5,0.0,3.0,3.0,True,2018,2017-10-18
0,8,16,9.0,23.0,3.0,9.0,14.0,17.0,9.0,18.0,4.0,9.0,5.0,7.0,0.5,0.5,0.5,1.0,3.0,3.0,False,2018,2017-10-18
1,7,17,6.0,18.0,2.0,6.0,4.0,4.0,10.0,20.0,4.0,7.0,7.0,10.0,0.5,0.5,0.5,1.0,3.0,3.0,False,2018,2017-10-18
0,6,22,12.0,22.0,4.0,8.0,8.0,8.0,9.0,19.0,2.0,9.0,8.0,10.0,0.5,0.5,0.5,1.0,3.0,3.0,False,2018,2017-10-18
1,2,4,7.0,25.0,3.0,7.0,4.0,6.0,13.0,22.0,3.0,5.0,11.0,13.0,0.5,0.0,0.5,0.5,1.0,3.0,False,2018,2017-10-18
1,5,23,9.0,21.0,3.0,7.0,6.0,7.0,9.0,15.0,4.0,6.0,4.0,9.0,0.5,0.5,0.5,0.0,3.0,3.0,True,2018,2017-10-18
0,1,15,10.0,23.0,4.0,14.0,7.0,8.0,10.0,17.0,3.0,7.0,3.0,4.0,0.5,1.0,0.5,0.0,1.0,3.0,True,2018,2017-10-18
0,4,2,13.0,22.0,3.0,5.0,11.0,13.0,7.0,25.0,3.0,7.0,4.0,6.0,0.5,0.5,0.5,0.0,3.0,1.0,True,2018,2017-10-18
0,12,10,11.0,19.0,2.0,7.0,4.0,4.0,9.0,17.0,3.0,7.0,7.0,8.0,0.5,0.5,0.5,1.0,3.0,3.0,False,2018,2017-10-18
1,29,24,7.0,19.0,2.0,5.0,6.0,7.0,12.0,23.0,3.0,6.0,4.0,4.0,0.5,0.5,0.5,0.5,3.0,3.0,False,2018,2017-10-19
0,27,25,7.0,16.0,4.0,12.0,5.0,6.0,9.0,17.0,6.0,9.0,7.0,8.0,0.5,0.5,0.5,0.5,3.0,3.0,False,2018,2017-10-19
0,28,26,11.0,25.0,2.0,7.0,7.0,9.0,9.0,23.0,6.0,13.0,7.0,10.0,0.5,0.5,0.5,0.5,3.0,3.0,False,2018,2017-10-19
1,25,27,9.0,17.0,6.0,9.0,7.0,8.0,7.0,16.0,4.0,12.0,5.0,6.0,0.5,0.5,0.5,0.0,3.0,3.0,True,2018,2017-10-19
0,24,29,12.0,23.0,3.0,6.0,4.0,4.0,7.0,19.0,2.0,5.0,6.0,7.0,0.5,0.5,0.5,0.0,3.0,3.0,True,2018,2017-10-19
1,26,28,9.0,23.0,6.0,13.0,7.0,10.0,11.0,25.0,2.0,7.0,7.0,9.0,0.5,0.5,0.5,0.0,3.0,3.0,True,2018,2017-10-19
1,13,15,8.0,18.0,3.0,7.0,7.0,9.0,9.0,15.0,3.0,6.0,4.0,4.0,0.5,0.0,0.5,0.0,2.0,2.0,False,2018,2017-10-20
1,18,2,7.0,16.0,4.0,7.0,3.0,6.0,7.0,17.0,3.0,7.0,9.0,9.0,0.5,0.0,0.5,0.0,2.0,2.0,False,2018,2017-10-20
1,21,9,8.0,17.0,4.0,8.0,10.0,12.0,11.0,21.0,2.0,6.0,3.0,3.0,0.5,0.0,0.5,1.0,2.0,2.0,True,2018,2017-10-20
1,14,19,11.0,19.0,2.0,4.0,9.0,11.0,8.0,21.0,3.0,7.0,4.0,5.0,0.5,1.0,0.5,1.0,2.0,2.0,True,2018,2017-10-20
0,9,21,11.0,21.0,2.0,6.0,3.0,3.0,8.0,17.0,4.0,8.0,10.0,12.0,0.5,1.0,0.5,0.5,2.0,2.0,False,2018,2017-10-20
0,11,23,8.0,15.0,4.0,7.0,10.0,11.0,7.0,19.0,3.0,6.0,6.0,8.0,0.5,1.0,0.5,0.0,2.0,2.0,False,2018,2017-10-20
0,19,14,8.0,21.0,3.0,7.0,4.0,5.0,11.0,19.0,2.0,4.0,9.0,11.0,0.5,1.0,0.5,1.0,2.0,2.0,False,2018,2017-10-20
0,2,18,7.0,17.0,3.0,7.0,9.0,9.0,7.0,16.0,4.0,7.0,3.0,6.0,0.5,0.0,0.5,0.0,2.0,2.0,True,2018,2017-10-20
0,17,22,12.0,18.0,3.0,4.0,4.0,4.0,7.0,17.0,2.0,4.0,7.0,9.0,0.5,1.0,0.5,1.0,2.0,2.0,True,2018,2017-10-20
1,23,11,7.0,19.0,3.0,6.0,6.0,8.0,8.0,15.0,4.0,7.0,10.0,11.0,0.5,0.0,0.5,0.5,2.0,2.0,True,2018,2017-10-20
1,6,10,8.0,16.0,3.0,5.0,6.0,8.0,17.0,22.0,6.0,8.0,4.0,4.0,0.5,0.0,0.5,1.0,2.0,2.0,True,2018,2017-10-20
1,22,17,7.0,17.0,2.0,4.0,7.0,9.0,12.0,18.0,3.0,4.0,4.0,4.0,0.5,1.0,0.5,1.0,2.0,2.0,False,2018,2017-10-20
0,15,13,9.0,15.0,3.0,6.0,4.0,4.0,8.0,18.0,3.0,7.0,7.0,9.0,0.5,0.0,0.5,0.0,2.0,2.0,True,2018,2017-10-20
1,4,3,15.0,22.0,4.0,9.0,4.0,6.0,10.0,16.0,5.0,6.0,7.0,7.0,0.5,1.0,0.5,1.0,2.0,3.0,False,2018,2017-10-20
0,0,8,13.0,20.0,7.0,13.0,10.0,10.0,15.0,23.0,4.0,8.0,10.0,13.0,0.5,0.0,0.5,0.0,3.0,2.0,True,2018,2017-10-20
0,3,4,10.0,16.0,5.0,6.0,7.0,7.0,15.0,22.0,4.0,9.0,4.0,6.0,0.5,1.0,0.5,0.5,3.0,2.0,True,2018,2017-10-20
1,8,0,15.0,23.0,4.0,8.0,10.0,13.0,13.0,20.0,7.0,13.0,10.0,10.0,0.5,0.0,0.5,0.5,2.0,3.0,False,2018,2017-10-20
1,7,29,10.0,19.0,4.0,8.0,5.0,8.0,12.0,27.0,4.0,9.0,5.0,7.0,0.5,0.0,0.5,0.0,2.0,1.0,False,2018,2017-10-20
0,10,6,17.0,22.0,6.0,8.0,4.0,4.0,8.0,16.0,3.0,5.0,6.0,8.0,0.5,1.0,0.5,0.5,2.0,2.0,False,2018,2017-10-20
0,29,7,12.0,27.0,4.0,9.0,5.0,7.0,10.0,19.0,4.0,8.0,5.0,8.0,0.5,0.0,0.5,0.0,1.0,2.0,True,2018,2017-10-20
1,12,22,9.0,16.0,3.0,6.0,3.0,5.0,10.0,23.0,4.0,8.0,6.0,8.0,0.5,0.0,0.5,0.5,3.0,1.0,True,2018,2017-10-21
1,27,5,7.0,18.0,3.0,8.0,3.0,3.0,12.0,24.0,1.0,3.0,4.0,5.0,0.5,0.0,0.5,1.0,2.0,3.0,False,2018,2017-10-21
1,4,17,17.0,23.0,3.0,4.0,9.0,13.0,9.0,18.0,3.0,6.0,11.0,12.0,0.5,0.5,0.5,1.0,1.0,1.0,True,2018,2017-10-21
1,28,19,11.0,20.0,3.0,10.0,8.0,10.0,13.0,24.0,3.0,9.0,7.0,7.0,0.5,0.0,0.5,0.5,2.0,1.0,False,2018,2017-10-21
0,17,4,9.0,18.0,3.0,6.0,11.0,12.0,17.0,23.0,3.0,4.0,9.0,13.0,0.5,1.0,0.5,0.6666666666666666,1.0,1.0,False,2018,2017-10-21
0,10,3,11.0,16.0,3.0,6.0,4.0,4.0,8.0,17.0,4.0,5.0,7.0,10.0,0.5,0.5,0.5,1.0,1.0,1.0,True,2018,2017-10-21
0,7,24,5.0,14.0,2.0,5.0,9.0,11.0,7.0,14.0,3.0,8.0,12.0,14.0,0.5,0.0,0.5,1.0,1.0,2.0,False,2018,2017-10-21
0,22,12,10.0,23.0,4.0,8.0,6.0,8.0,9.0,16.0,3.0,6.0,3.0,5.0,0.5,0.5,0.5,0.5,1.0,3.0,False,2018,2017-10-21
1,24,7,7.0,14.0,3.0,8.0,12.0,14.0,5.0,14.0,2.0,5.0,9.0,11.0,0.5,1.0,0.5,0.0,2.0,1.0,True,2018,2017-10-21
1,3,10,8.0,17.0,4.0,5.0,7.0,10.0,11.0,16.0,3.0,6.0,4.0,4.0,0.5,1.0,0.5,0.6666666666666666,1.0,1.0,False,2018,2017-10-21
0,15,20,8.0,13.0,2.0,4.0,2.0,3.0,7.0,13.0,3.0,8.0,4.0,6.0,0.5,0.5,0.5,0.0,1.0,3.0,False,2018,2017-10-21
0,19,28,13.0,24.0,3.0,9.0,7.0,7.0,11.0,20.0,3.0,10.0,8.0,10.0,0.5,0.5,0.5,0.0,1.0,2.0,True,2018,2017-10-21
1,1,13,10.0,19.0,6.0,13.0,7.0,8.0,7.0,17.0,3.0,6.0,4.0,4.0,0.5,1.0,0.5,0.0,3.0,1.0,True,2018,2017-10-21
0,18,25,7.0,16.0,2.0,7.0,4.0,8.0,8.0,12.0,5.0,10.0,14.0,16.0,0.5,0.0,0.5,1.0,1.0,2.0,False,2018,2017-10-21
1,20,15,7.0,13.0,3.0,8.0,4.0,6.0,8.0,13.0,2.0,4.0,2.0,3.0,0.5,0.0,0.5,0.3333333333333333,3.0,1.0,True,2018,2017-10-21
1,11,26,8.0,14.0,5.0,9.0,5.0,6.0,12.0,26.0,3.0,9.0,3.0,6.0,0.5,0.5,0.5,1.0,1.0,2.0,True,2018,2017-10-21
1,25,18,8.0,12.0,5.0,10.0,14.0,16.0,7.0,16.0,2.0,7.0,4.0,8.0,0.5,1.0,0.5,0.0,2.0,1.0,True,2018,2017-10-21
1,16,0,8.0,16.0,2.0,6.0,16.0,17.0,11.0,24.0,6.0,11.0,13.0,13.0,0.5,1.0,0.5,0.5,3.0,1.0,True,2018,2017-10-21
0,0,16,11.0,24.0,6.0,11.0,13.0,13.0,8.0,16.0,2.0,6.0,16.0,17.0,0.5,0.5,0.5,1.0,1.0,3.0,False,2018,2017-10-21
0,26,11,12.0,26.0,3.0,9.0,3.0,6.0,8.0,14.0,5.0,9.0,5.0,6.0,0.5,1.0,0.5,0.6666666666666666,2.0,1.0,False,2018,2017-10-21
0,5,27,12.0,24.0,1.0,3.0,4.0,5.0,7.0,18.0,3.0,8.0,3.0,3.0,0.5,1.0,0.5,0.0,3.0,2.0,True,2018,2017-10-21
0,13,1,7.0,17.0,3.0,6.0,4.0,4.0,10.0,19.0,6.0,13.0,7.0,8.0,0.5,0.0,0.5,1.0,1.0,3.0,False,2018,2017-10-21
0,23,26,11.0,20.0,2.0,7.0,8.0,8.0,12.0,24.0,5.0,8.0,3.0,5.0,0.5,0.5,0.5,0.5,2.0,1.0,True,2018,2017-10-22
1,26,23,12.0,24.0,5.0,8.0,3.0,5.0,11.0,20.0,2.0,7.0,8.0,8.0,0.5,0.5,0.5,0.6666666666666666,1.0,2.0,False,2018,2017-10-22
0,8,29,9.0,18.0,3.0,6.0,8.0,10.0,10.0,18.0,3.0,6.0,4.0,4.0,0.5,0.0,0.5,0.5,2.0,2.0,True,2018,2017-10-22
1,29,8,10.0,18.0,3.0,6.0,4.0,4.0,9.0,18.0,3.0,6.0,8.0,10.0,0.5,0.5,0.5,0.3333333333333333,2.0,2.0,False,2018,2017-10-22
1,6,9,7.0,13.0,4.0,7.0,7.0,10.0,5.0,22.0,3.0,7.0,8.0,8.0,0.5,0.5,0.5,0.5,2.0,2.0,True,2018,2017-10-22
0,9,6,5.0,22.0,3.0,7.0,8.0,8.0,7.0,13.0,4.0,7.0,7.0,10.0,0.5,0.5,0.5,0.6666666666666666,2.0,2.0,False,2018,2017-10-22
0,9,12,9.0,17.0,2.0,4.0,7.0,10.0,8.0,17.0,6.0,9.0,4.0,6.0,0.5,0.3333333333333333,0.5,0.5,1.0,2.0,False,2018,2017-10-23
1,20,14,9.0,15.0,3.0,6.0,8.0,8.0,8.0,17.0,3.0,6.0,13.0,15.0,0.5,0.5,0.5,1.0,2.0,3.0,False,2018,2017-10-23
1,5,25,7.0,16.0,3.0,8.0,6.0,7.0,10.0,20.0,3.0,8.0,6.0,9.0,0.5,1.0,0.5,1.0,2.0,2.0,True,2018,2017-10-23
1,19,18,7.0,17.0,3.0,6.0,6.0,6.0,11.0,15.0,3.0,5.0,7.0,8.0,0.5,0.6666666666666666,0.5,0.0,2.0,2.0,False,2018,2017-10-23
0,18,19,11.0,15.0,3.0,5.0,7.0,8.0,7.0,17.0,3.0,6.0,6.0,6.0,0.5,0.0,0.5,0.5,2.0,2.0,True,2018,2017-10-23
0,14,20,8.0,17.0,3.0,6.0,13.0,15.0,9.0,15.0,3.0,6.0,8.0,8.0,0.5,1.0,0.5,0.3333333333333333,3.0,2.0,True,2018,2017-10-23
1,12,9,8.0,17.0,6.0,9.0,4.0,6.0,9.0,17.0,2.0,4.0,7.0,10.0,0.5,0.5,0.5,0.25,2.0,1.0,True,2018,2017-10-23
0,15,7,8.0,16.0,6.0,8.0,5.0,7.0,8.0,16.0,2.0,7.0,5.0,6.0,0.5,0.3333333333333333,0.5,0.0,2.0,2.0,False,2018,2017-10-23
1,7,15,8.0,16.0,2.0,7.0,5.0,6.0,8.0,16.0,6.0,8.0,5.0,7.0,0.5,0.0,0.5,0.25,2.0,2.0,True,2018,2017-10-23
1,4,21,13.0,21.0,5.0,9.0,6.0,8.0,6.0,17.0,3.0,6.0,6.0,9.0,0.5,0.6666666666666666,0.5,0.5,2.0,3.0,True,2018,2017-10-23
1,1,16,8.0,20.0,5.0,15.0,6.0,8.0,8.0,15.0,2.0,5.0,10.0,10.0,0.5,1.0,0.5,1.0,2.0,2.0,False,2018,2017-10-23
1,13,0,7.0,15.0,3.0,7.0,4.0,10.0,9.0,16.0,4.0,10.0,13.0,13.0,0.5,0.0,0.5,0.3333333333333333,2.0,2.0,False,2018,2017-10-23
0,25,5,10.0,20.0,3.0,8.0,6.0,9.0,7.0,16.0,3.0,8.0,6.0,7.0,0.5,1.0,0.5,1.0,2.0,2.0,False,2018,2017-10-23
0,0,13,9.0,16.0,4.0,10.0,13.0,13.0,7.0,15.0,3.0,7.0,4.0,10.0,0.5,0.3333333333333333,0.5,0.0,2.0,2.0,True,2018,2017-10-23
0,16,1,8.0,15.0,2.0,5.0,10.0,10.0,8.0,20.0,5.0,15.0,6.0,8.0,0.5,1.0,0.5,0.75,2.0,2.0,True,2018,2017-10-23
0,21,4,6.0,17.0,3.0,6.0,6.0,9.0,13.0,21.0,5.0,9.0,6.0,8.0,0.5,0.5,0.5,0.75,3.0,2.0,False,2018,2017-10-23
1,3,27,13.0,20.0,4.0,7.0,7.0,8.0,8.0,17.0,5.0,9.0,5.0,6.0,0.5,0.6666666666666666,0.5,0.0,3.0,3.0,True,2018,2017-10-24
1,17,8,7.0,16.0,4.0,8.0,6.0,9.0,12.0,23.0,3.0,10.0,12.0,17.0,0.5,0.6666666666666666,0.5,0.3333333333333333,3.0,2.0,True,2018,2017-10-24
0,8,17,12.0,23.0,3.0,10.0,12.0,17.0,7.0,16.0,4.0,8.0,6.0,9.0,0.5,0.3333333333333333,0.5,0.75,2.0,3.0,False,2018,2017-10-24
1,10,6,14.0,18.0,5.0,5.0,8.0,10.0,9.0,24.0,4.0,8.0,7.0,8.0,0.5,0.6666666666666666,0.5,0.6666666666666666,3.0,2.0,True,2018,2017-10-24
0,11,24,7.0,20.0,3.0,9.0,2.0,3.0,8.0,17.0,4.0,7.0,4.0,6.0,0.5,0.6666666666666666,0.5,1.0,3.0,3.0,False,2018,2017-10-24
0,6,10,9.0,24.0,4.0,8.0,7.0,8.0,14.0,18.0,5.0,5.0,8.0,10.0,0.5,0.6666666666666666,0.5,0.75,2.0,3.0,False,2018,2017-10-24
0,22,23,11.0,16.0,5.0,6.0,4.0,4.0,12.0,17.0,4.0,8.0,4.0,6.0,0.5,0.3333333333333333,0.5,0.6666666666666666,3.0,2.0,True,2018,2017-10-24
0,28,2,7.0,14.0,1.0,5.0,6.0,9.0,9.0,16.0,4.0,6.0,9.0,9.0,0.5,0.0,0.5,0.3333333333333333,3.0,4.0,False,2018,2017-10-24
1,2,28,9.0,16.0,4.0,6.0,9.0,9.0,7.0,14.0,1.0,5.0,6.0,9.0,0.5,0.3333333333333333,0.5,0.0,4.0,3.0,True,2018,2017-10-24
1,23,22,12.0,17.0,4.0,8.0,4.0,6.0,11.0,16.0,5.0,6.0,4.0,4.0,0.5,0.6666666666666666,0.5,0.5,2.0,3.0,False,2018,2017-10-24
0,27,3,8.0,17.0,5.0,9.0,5.0,6.0,13.0,20.0,4.0,7.0,7.0,8.0,0.5,0.0,0.5,0.75,3.0,3.0,False,2018,2017-10-24
1,24,11,8.0,17.0,4.0,7.0,4.0,6.0,7.0,20.0,3.0,9.0,2.0,3.0,0.5,1.0,0.5,0.5,3.0,3.0,True,2018,2017-10-24
0,3,6,12.0,20.0,5.0,11.0,6.0,8.0,7.0,16.0,4.0,10.0,7.0,8.0,0.5,0.75,0.5,0.5,1.0,1.0,False,2018,2017-10-25
0,16,13,9.0,15.0,5.0,8.0,4.0,8.0,8.0,13.0,3.0,6.0,6.0,9.0,0.5,1.0,0.5,0.0,2.0,2.0,False,2018,2017-10-25
0,25,0,9.0,18.0,2.0,8.0,6.0,7.0,11.0,20.0,4.0,11.0,8.0,8.0,0.5,0.6666666666666666,0.5,0.5,2.0,2.0,False,2018,2017-10-25
1,18,1,9.0,18.0,4.0,12.0,4.0,5.0,10.0,20.0,5.0,16.0,10.0,12.0,0.5,0.25,0.5,0.75,2.0,2.0,False,2018,2017-10-25
0,22,26,11.0,18.0,5.0,8.0,8.0,8.0,10.0,18.0,3.0,7.0,7.0,10.0,0.5,0.5,0.5,0.3333333333333333,1.0,3.0,False,2018,2017-10-25
0,1,18,10.0,20.0,5.0,16.0,10.0,12.0,9.0,18.0,4.0,12.0,4.0,5.0,0.5,0.75,0.2,0.2,2.0,2.0,True,2018,2017-10-25
1,6,3,7.0,16.0,4.0,10.0,7.0,8.0,12.0,20.0,5.0,11.0,6.0,8.0,0.5,0.5,0.2,0.6,1.0,1.0,True,2018,2017-10-25
1,7,11,12.0,19.0,2.0,4.0,3.0,4.0,7.0,16.0,2.0,7.0,6.0,8.0,0.5,0.25,0.5,0.5,2.0,1.0,True,2018,2017-10-25
1,0,25,11.0,20.0,4.0,11.0,8.0,8.0,9.0,18.0,2.0,8.0,6.0,7.0,0.5,0.5,0.5,0.5,2.0,2.0,True,2018,2017-10-25
1,26,22,10.0,18.0,3.0,7.0,7.0,10.0,11.0,18.0,5.0,8.0,8.0,8.0,0.5,0.3333333333333333,0.2,0.4,3.0,1.0,True,2018,2017-10-25
0,11,7,7.0,16.0,2.0,7.0,6.0,8.0,12.0,19.0,2.0,4.0,3.0,4.0,0.5,0.5,0.24,0.4,1.0,2.0,False,2018,2017-10-25
1,19,23,14.0,24.0,6.0,9.0,3.0,6.0,8.0,16.0,3.0,6.0,6.0,9.0,0.5,0.5,0.5,0.5,2.0,1.0,True,2018,2017-10-25
1,21,20,9.0,15.0,3.0,9.0,9.0,11.0,8.0,20.0,4.0,9.0,2.0,5.0,0.5,0.3333333333333333,0.5,0.3333333333333333,2.0,2.0,True,2018,2017-10-25
0,14,29,11.0,23.0,2.0,7.0,4.0,6.0,8.0,16.0,3.0,8.0,3.0,3.0,0.5,1.0,0.5,0.3333333333333333,2.0,3.0,False,2018,2017-10-25
0,23,19,8.0,16.0,3.0,6.0,6.0,9.0,14.0,24.0,6.0,9.0,3.0,6.0,0.5,0.5,0.04,0.6,1.0,2.0,False,2018,2017-10-25
1,13,16,8.0,13.0,3.0,6.0,6.0,9.0,9.0,15.0,5.0,8.0,4.0,8.0,0.5,0.0,0.5,0.75,2.0,2.0,True,2018,2017-10-25
0,5,12,12.0,20.0,3.0,5.0,9.0,11.0,9.0,16.0,3.0,7.0,6.0,6.0,0.5,1.0,0.5,0.6666666666666666,2.0,2.0,True,2018,2017-10-25
0,20,21,8.0,20.0,4.0,9.0,2.0,5.0,9.0,15.0,3.0,9.0,9.0,11.0,0.5,0.3333333333333333,0.5,0.5,2.0,2.0,False,2018,2017-10-25
1,29,14,8.0,16.0,3.0,8.0,3.0,3.0,11.0,23.0,2.0,7.0,4.0,6.0,0.5,0.3333333333333333,0.5,0.75,3.0,2.0,True,2018,2017-10-25
1,12,5,9.0,16.0,3.0,7.0,6.0,6.0,12.0,20.0,3.0,5.0,9.0,11.0,0.5,0.6666666666666666,0.5,1.0,2.0,2.0,False,2018,2017-10-25
1,17,24,8.0,19.0,5.0,9.0,7.0,7.0,10.0,16.0,3.0,5.0,8.0,8.0,0.5,0.75,0.5,1.0,2.0,2.0,False,2018,2017-10-26
0,9,27,8.0,19.0,5.0,9.0,3.0,5.0,8.0,19.0,2.0,9.0,7.0,10.0,0.5,0.25,0.5,0.0,3.0,2.0,False,2018,2017-10-26
1,16,13,8.0,16.0,3.0,8.0,10.0,12.0,9.0,20.0,4.0,8.0,4.0,4.0,0.5,0.75,0.04,0.2,1.0,1.0,True,2018,2017-10-26
1,15,8,5.0,13.0,1.0,6.0,5.0,5.0,14.0,25.0,4.0,8.0,10.0,12.0,0.5,0.25,0.5,0.25,3.0,2.0,False,2018,2017-10-26
0,24,17,10.0,16.0,3.0,5.0,8.0,8.0,8.0,19.0,5.0,9.0,7.0,7.0,0.5,1.0,0.2,0.6,2.0,2.0,True,2018,2017-10-26
0,2,4,11.0,18.0,4.0,6.0,6.0,6.0,10.0,21.0,3.0,5.0,6.0,7.0,0.5,0.5,0.5,0.75,2.0,3.0,True,2018,2017-10-26
1,4,2,10.0,21.0,3.0,5.0,6.0,7.0,11.0,18.0,4.0,6.0,6.0,6.0,0.5,0.75,0.24,0.6,3.0,2.0,False,2018,2017-10-26
0,13,16,9.0,20.0,4.0,8.0,4.0,4.0,8.0,16.0,3.0,8.0,10.0,12.0,0.04,0.2,0.04,0.8,1.0,1.0,False,2018,2017-10-26
1,27,9,8.0,19.0,2.0,9.0,7.0,10.0,8.0,19.0,5.0,9.0,3.0,5.0,0.5,0.0,0.0,0.2,2.0,3.0,True,2018,2017-10-26
0,8,15,14.0,25.0,4.0,8.0,10.0,12.0,5.0,13.0,1.0,6.0,5.0,5.0,0.5,0.25,0.0,0.2,2.0,3.0,True,2018,2017-10-26
0,26,23,10.0,18.0,3.0,6.0,6.0,8.0,12.0,24.0,3.0,7.0,11.0,13.0,0.5,0.5,0.0,0.4,2.0,2.0,False,2018,2017-10-27
1,29,25,7.0,14.0,1.0,6.0,6.0,8.0,9.0,21.0,3.0,7.0,6.0,9.0,0.5,0.5,0.5,0.5,2.0,2.0,False,2018,2017-10-27
1,0,14,9.0,20.0,4.0,13.0,9.0,9.0,11.0,20.0,7.0,9.0,6.0,6.0,0.24,0.6,0.5,0.75,2.0,2.0,True,2018,2017-10-27
0,6,28,6.0,10.0,4.0,6.0,4.0,5.0,13.0,24.0,3.0,6.0,3.0,4.0,0.04,0.6,0.5,0.0,2.0,3.0,False,2018,2017-10-27
1,28,6,13.0,24.0,3.0,6.0,3.0,4.0,6.0,10.0,4.0,6.0,4.0,5.0,0.5,0.0,0.04,0.5,3.0,2.0,True,2018,2017-10-27
0,25,29,9.0,21.0,3.0,7.0,6.0,9.0,7.0,14.0,1.0,6.0,6.0,8.0,0.5,0.5,0.2,0.4,2.0,2.0,True,2018,2017-10-27
1,21,1,8.0,22.0,4.0,7.0,6.0,15.0,9.0,22.0,6.0,16.0,7.0,8.0,0.5,0.5,0.04,0.8,2.0,2.0,False,2018,2017-10-27
0,14,0,11.0,20.0,7.0,9.0,6.0,6.0,9.0,20.0,4.0,13.0,9.0,9.0,0.5,0.75,0.27999999999999997,0.6666666666666666,2.0,2.0,False,2018,2017-10-27
1,10,5,10.0,13.0,4.0,4.0,4.0,4.0,9.0,14.0,1.0,4.0,5.0,5.0,0.5,0.75,0.5,1.0,3.0,2.0,True,2018,2017-10-27
0,5,10,9.0,14.0,1.0,4.0,5.0,5.0,10.0,13.0,4.0,4.0,4.0,4.0,0.5,1.0,0.24,0.8,2.0,3.0,False,2018,2017-10-27
1,9,20,8.0,16.0,5.0,7.0,4.0,4.0,8.0,17.0,2.0,6.0,6.0,6.0,0.0,0.2,0.5,0.25,1.0,2.0,False,2018,2017-10-27
1,23,26,12.0,24.0,3.0,7.0,11.0,13.0,10.0,18.0,3.0,6.0,6.0,8.0,0.0,0.4,0.2,0.4,2.0,2.0,True,2018,2017-10-27
0,1,21,9.0,22.0,6.0,16.0,7.0,8.0,8.0,22.0,4.0,7.0,6.0,15.0,0.04,0.8,0.2,0.4,2.0,2.0,True,2018,2017-10-27
